No.,Symbol,Company Name,Sector,Issued Allocation,Remaining Allocation,Entry Price,Entry Time,Exit Price,Exit Time,Profit & Loss,Returns,Freeze Price,ISIN-Exchange-Series,Rationale
139,HEROMOTOCO,HERO MOTOCORP LIMITED-HEROMOTOCO EQ,AUTOMOBILE,0,10,"5,787.00",12-Feb-26,"5,733.00",12-Feb-26,-54,-0.93,0,INE158A01026-NSE-EQ,Exit for rebalancing
140,HEROMOTOCO,HERO MOTOCORP LIMITED-HEROMOTOCO EQ,Automobile,10,0,"5,777.00",12-Feb-26,0,12-Feb-26,0,0,0,INE158A01026-NSE-EQ,The stock has formed a support base around Rs. 5200 and seems to have resumed its broader uptrend. The RSi oscillator is hinting at a positive momentum and the Nifty Auto index too is in an uptrend
137,BSOFT,BIRLASOFT LIMITED-BSOFT EQ,IT - SOFTWARE,0,10,467.6,10-Feb-26,441.5,12-Feb-26,-26.1,-5.58,0,INE836A01035-NSE-EQ,"The IT stocks are witnessing continuation of downtrend and hence, we recommend to exit from this stock."
135,BANKINDIA,BANK OF INDIA-BANKINDIA EQ,BANKS,9.97,10,170.37,09-Feb-26,165.28,12-Feb-26,-5.09,-2.99,0,INE084A01016-NSE-EQ,"THE STOCK HAS BEEN FOMRING A HIGHER TOP HIGHER BOTTOM STRUCTURE AND IS THIS IN AN UPTREND. PSU BANKS ARE CONTINUING THE UPTREND WITH GOOD VOLUMES AND HENCE, WE EXPECT THE STOCK TO CONTINUE ITS MOMENTUM."
138,GMDCLTD,GUJARAT MINERAL DEV CORP-GMDCLTD EQ,MINING &amp; MINERAL PRODUCTS,4.79,5,617.8,09-Feb-26,591.45,12-Feb-26,-26.35,-4.27,0,INE131A01031-NSE-EQ,"THE STOCK HAS SEEN A CONSOLIDATION PHASE IN LAST FOUR MONTHS. ON THE MONTHLY CHARTS, A BULLISH FLAG PATTERN HAS BEEN SEEN WHICH IS A BULLISH CONTINUATION PATTERN. WE EXPECT THE STOCK TO MOVE HIGHER POST BREAKOUT."
136,BPCL,BHARAT PETROLEUM CORP  LT-BPCL EQ,REFINERIES,9.79,10,380.05,04-Feb-26,377.7,12-Feb-26,-2.35,-0.62,0,INE029A01011-NSE-EQ,THE OMCS HAVE BEEN WITNESSING POSITIVE MOMENTUM RECENTLY. BPCL HAS GIVEN BREAKOUT FROM ITS PRECIOUS SWING HIGH WITH RISING VOLUMES.
141,JINDALSTEL,JINDAL STEEL LIMITED-JINDALSTEL EQ,STEEL,10.23,10,"1,174.30",04-Feb-26,"1,203.40",12-Feb-26,29.1,2.48,0,INE749A01030-NSE-EQ,THE METAL SECTOR HAS SEEN AN OUTPERFORMANCE IN LAST FEW WEEKS. THE PRICES HAVE GIVEN A BREAKOUT ABOVE JUNE 2024 RESISTANCE AND THE RSI OSCILLATOR ON THE WEEKLY CHARTS IS HINTING AT A CONTINUATION OF THE UPTREND.
142,LODHA,LODHA DEVELOPERS LIMITED-LODHA EQ,REALTY,10.1,10,"1,032.50",04-Feb-26,"1,084.85",12-Feb-26,52.35,5.07,0,INE670K01029-NSE-EQ,"POST THE RECENT CORRECTION, THE STOCK HAS SEEN A PULLBACK MOVE IN LAST FEW SESSIONS. THE 50 EMA ON THE MONTHLY CHARTS SEEMS TO HAVE ACTED AS A SUPPORT AND HENCE, THE RISK REWARD RATIO SEEMS FAVORABLE AT CURRENT LEVELS."
143,ONGC,OIL AND NATURAL GAS CORP.-ONGC EQ,CRUDE OIL &amp; NATURAL GAS,10.3,10,267.1,04-Feb-26,276.35,12-Feb-26,9.25,3.46,0,INE213A01029-NSE-EQ,THE STOCK HAS GIVEN A BREAKOUT FROM A LONG CONSOLIDATION PHASE ON THE WEEKLY CHARTS WITH GOOD VOLUMES. WE EXPECT A TRENDED UPMOVE IN THE STOCK IN SHORT TERM.
144,TITAN,TITAN COMPANY LIMITED-TITAN EQ,"DIAMOND, GEMS AND JEWELLERY",8.66,10,"4,135.80",04-Feb-26,"4,275.80",12-Feb-26,140,3.39,0,INE280A01028-NSE-EQ,"THE STOCK HAS RECENTLY GIVEN A BREAKOUT FORM ITS LONG CONSOLIDATION PHASE ABOVE RS, 3850. POST AN UPMOVE, PRICES RETRACED BACK TOWARDS THIS LEVEL WHICH IS NOW ACTING AS A SUPPORT. THIS COINCIDES WITH WEEKLY 20 DEMA AS WELL."
120,BSOFT,BIRLASOFT LIMITED-BSOFT EQ,IT - Software,10,0,467.4,10-Feb-26,0,10-Feb-26,0,0,0,INE836A01035-NSE-EQ,"The IT stocks have recently gone through a corrective phase. However, inspite of that this stock has been forming Higher Top Higher Bottom structure indicating an uptrend and an outperformer within the sector. The stock is trading above all its important averages and good volumes along with price upmove support the bullish trend. The risk rewards also seems to favorable post the recent correction."
108,BANKINDIA,BANK OF INDIA-BANKINDIA EQ,Banks,10,0,170.08,09-Feb-26,0,09-Feb-26,0,0,0,INE084A01016-NSE-EQ,"The stock has been fomring a higher top higher bottom structure and is this in an uptrend. PSU banks are continuing the uptrend with good volumes and hence, we expect the stock to continue its momentum."
109,GMDCLTD,GUJARAT MINERAL DEV CORP-GMDCLTD EQ,Mining &amp; Mineral products,5,0,0,09-Feb-26,0,09-Feb-26,0,0,0,INE131A01031-NSE-EQ,"The stock has seen a consolidation phase in last four months. On the monthly charts, a bullish flag pattern has been seen which is a bullish continuation pattern. We expect the stock to move higher post breakout."
34,BPCL,BHARAT PETROLEUM CORP  LT-BPCL EQ,Refineries,10,0,380,04-Feb-26,0,04-Feb-26,0,0,0,INE029A01011-NSE-EQ,The OMCs have been witnessing positive momentum recently. BPCL has given breakout from its precious swing high with rising volumes.
35,JINDALSTEL,JINDAL STEEL LIMITED-JINDALSTEL EQ,Steel,10,0,0,04-Feb-26,0,04-Feb-26,0,0,0,INE749A01030-NSE-EQ,The Metal sector has seen an outperformance in last few weeks. The prices have given a breakout above June 2024 resistance and the RSI oscillator on the weekly charts is hinting at a continuation of the uptrend.
37,LODHA,LODHA DEVELOPERS LIMITED-LODHA EQ,Realty,10,0,0,04-Feb-26,0,04-Feb-26,0,0,0,INE670K01029-NSE-EQ,"Post the recent correction, the stock has seen a pullback move in last few sessions. The 50 EMA on the monthly charts seems to have acted as a support and hence, the risk reward ratio seems favorable at current levels."
38,ONGC,OIL AND NATURAL GAS CORP.-ONGC EQ,Crude Oil &amp; Natural Gas,10,0,267.3,04-Feb-26,0,04-Feb-26,0,0,0,INE213A01029-NSE-EQ,The stock has given a breakout from a long consolidation phase on the weekly charts with good volumes. We expect a trended upmove in the stock in short term.
39,TITAN,TITAN COMPANY LIMITED-TITAN EQ,"Diamond, Gems and Jewellery",10,0,"4,137.30",04-Feb-26,0,04-Feb-26,0,0,0,INE280A01028-NSE-EQ,"The stock has recently given a breakout form its long consolidation phase above Rs, 3850. Post an upmove, prices retraced back towards this level which is now acting as a support. This coincides with weekly 20 DEMA as well."
36,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,0,100,112.25,09-Jan-26,112.61,04-Feb-26,0.36,0.32,0,INF0R8F01034-NSE-EQ,INVSTING IN LIQUIDCASE UNTIL ANY NEW OPPORTUNITIES SEEN
110,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,100,0,112.25,09-Jan-26,0,09-Jan-26,0,0,0,INF0R8F01034-NSE-EQ,Invsting in liquidcase until any new opportunities seen
111,MANAPPURAM,MANAPPURAM FINANCE LTD-MANAPPURAM EQ,FINANCE,0,25,306.5,24-Dec-25,288.55,09-Jan-26,-17.95,-5.86,0,INE522D01027-NSE-EQ,SL Hit
63,CSBBANK,CSB BANK LIMITED-CSBBANK EQ,BANKS,0,24.97,477.5,01-Jan-26,536.15,06-Jan-26,58.65,12.28,0,INE679A01013-NSE-EQ,STOCK HAS GIVEN BREAKOUT FROM RESISTANCE WITH RISING VOLUMES
66,TATASTEEL,TATA STEEL LIMITED-TATASTEEL EQ,STEEL,0,26.12,175.6,30-Dec-25,186.2,06-Jan-26,10.6,6.04,0,INE081A01020-NSE-EQ,STOCK HAS GIVEN A BREAKOUT WITH RISING VOLUMES POST FORMING BASE AT ITS 200 DEMA
65,MANAPPURAM,MANAPPURAM FINANCE LTD-MANAPPURAM EQ,FINANCE,25,24.88,306.5,24-Dec-25,308.25,06-Jan-26,1.75,0.57,0,INE522D01027-NSE-EQ,STOCK HAS GIVEN CONSOLIDATION BREAKOUT WITH HIGH VOLUMES
64,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,0,24.03,111.67,04-Dec-25,112.17,06-Jan-26,0.5,0.45,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
7,CSBBANK,CSB BANK LIMITED-CSBBANK EQ,Banks,24.97,0,0,01-Jan-26,0,01-Jan-26,0,0,0,INE679A01013-NSE-EQ,Stock has given breakout from resistance with rising volumes
8,UPL,UPL LIMITED-UPL EQ,AGRO CHEMICALS,0,24.97,772.4,22-Dec-25,792.95,01-Jan-26,20.55,2.66,0,INE628A01036-NSE-EQ,Book Profits
417,TATASTEEL,TATA STEEL LIMITED-TATASTEEL EQ,STEEL,26.12,25.7,175.6,30-Dec-25,180.08,31-Dec-25,4.48,2.55,0,INE081A01020-NSE-EQ,STOCK HAS GIVEN A BREAKOUT WITH RISING VOLUMES POST FORMING BASE AT ITS 200 DEMA
416,MANAPPURAM,MANAPPURAM FINANCE LTD-MANAPPURAM EQ,FINANCE,24.88,25,306.5,24-Dec-25,308.55,31-Dec-25,2.05,0.67,0,INE522D01027-NSE-EQ,STOCK HAS GIVEN CONSOLIDATION BREAKOUT WITH HIGH VOLUMES
418,UPL,UPL LIMITED-UPL EQ,AGRO CHEMICALS,24.97,24.99,772.4,22-Dec-25,795.15,31-Dec-25,22.75,2.95,0,INE628A01036-NSE-EQ,CONSOLIDATION BREAKOUT HINTING AT CONTINUTATION OF UPTREND
415,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,24.03,24.31,111.67,04-Dec-25,112.08,31-Dec-25,0.41,0.37,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
410,TATASTEEL,TATA STEEL LIMITED-TATASTEEL EQ,STEEL,25.7,25.3,175.6,30-Dec-25,175.8,30-Dec-25,0.2,0.11,0,INE081A01020-NSE-EQ,STOCK HAS GIVEN A BREAKOUT WITH RISING VOLUMES POST FORMING BASE AT ITS 200 DEMA
411,TATASTEEL,TATA STEEL LIMITED-TATASTEEL EQ,Steel,25.3,0,175.57,30-Dec-25,0,30-Dec-25,0,0,0,INE081A01020-NSE-EQ,Stock has given a breakout with rising volumes post forming base at its 200 DEMA
409,MANAPPURAM,MANAPPURAM FINANCE LTD-MANAPPURAM EQ,FINANCE,25,25.63,306.5,24-Dec-25,309.55,30-Dec-25,3.05,1,0,INE522D01027-NSE-EQ,STOCK HAS GIVEN CONSOLIDATION BREAKOUT WITH HIGH VOLUMES
412,UPL,UPL LIMITED-UPL EQ,AGRO CHEMICALS,24.99,24.69,772.4,22-Dec-25,787.35,30-Dec-25,14.95,1.94,0,INE628A01036-NSE-EQ,CONSOLIDATION BREAKOUT HINTING AT CONTINUTATION OF UPTREND
408,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,24.31,24.38,111.67,04-Dec-25,112.05,30-Dec-25,0.38,0.34,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
355,UPL,UPL LIMITED-UPL EQ,AGRO CHEMICALS,24.69,24.63,772.4,22-Dec-25,774.05,26-Dec-25,1.65,0.21,0,INE628A01036-NSE-EQ,CONSOLIDATION BREAKOUT HINTING AT CONTINUTATION OF UPTREND
353,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,24.38,24.3,111.67,04-Dec-25,112.03,26-Dec-25,0.36,0.32,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
354,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,0,25.44,"3,210.10",03-Dec-25,"3,294.70",26-Dec-25,84.6,2.64,0,INE467B01029-NSE-EQ,Booked Profits
324,MANAPPURAM,MANAPPURAM FINANCE LTD-MANAPPURAM EQ,Finance,12.5,0,306.4,24-Dec-25,0,24-Dec-25,0,0,0,INE522D01027-NSE-EQ,Stock has given consolidation breakout with high volumes
325,MANAPPURAM,MANAPPURAM FINANCE LTD-MANAPPURAM EQ,FINANCE,25.63,25.26,306.5,24-Dec-25,314.55,24-Dec-25,8.05,2.63,0,INE522D01027-NSE-EQ,STOCK HAS GIVEN CONSOLIDATION BREAKOUT WITH HIGH VOLUMES
326,MANAPPURAM,MANAPPURAM FINANCE LTD-MANAPPURAM EQ,FINANCE,25.26,12.5,306.5,24-Dec-25,310.75,24-Dec-25,4.25,1.39,0,INE522D01027-NSE-EQ,STOCK HAS GIVEN CONSOLIDATION BREAKOUT WITH HIGH VOLUMES
328,UPL,UPL LIMITED-UPL EQ,AGRO CHEMICALS,24.63,24.97,772.4,22-Dec-25,772.7,24-Dec-25,0.3,0.04,0,INE628A01036-NSE-EQ,CONSOLIDATION BREAKOUT HINTING AT CONTINUTATION OF UPTREND
323,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,24.3,24.35,111.67,04-Dec-25,111.99,24-Dec-25,0.32,0.29,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
327,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,25.44,25.42,"3,210.10",03-Dec-25,"3,319.00",24-Dec-25,108.9,3.39,0,INE467B01029-NSE-EQ,"IT SECTOR SHOWS SIGNS OF AN UPTREND, TCS HAS GIVEN BREAKOUT FROM ITS PREVIOUS SWING HIGH RESISTANCE AND AN ASCENDING TRIANGLE PATTERN"
309,UPL,UPL LIMITED-UPL EQ,AGRO CHEMICALS,24.97,24.91,772.4,22-Dec-25,781,23-Dec-25,8.6,1.11,0,INE628A01036-NSE-EQ,CONSOLIDATION BREAKOUT HINTING AT CONTINUTATION OF UPTREND
304,APLAPOLLO,APL APOLLO TUBES LTD-APLAPOLLO EQ,CAPITAL GOODS-NON ELECTRICAL EQUIPMENT,0,9,"1,791.20",18-Dec-25,"1,852.70",23-Dec-25,61.5,3.43,0,INE702C01027-NSE-EQ,BOOK PROFITS
305,APLAPOLLO,APL APOLLO TUBES LTD-APLAPOLLO EQ,CAPITAL GOODS-NON ELECTRICAL EQUIPMENT,18,25.42,"1,791.20",18-Dec-25,"1,859.30",23-Dec-25,68.1,3.8,0,INE702C01027-NSE-EQ,"STOCK IS ON VERGE OF A TRENDLINE BREAKOUT, RSI IS HINTING AT A POSITIVE MOMENTUM."
306,APLAPOLLO,APL APOLLO TUBES LTD-APLAPOLLO EQ,CAPITAL GOODS-NON ELECTRICAL EQUIPMENT,9,18,"1,791.20",18-Dec-25,"1,857.10",23-Dec-25,65.9,3.68,0,INE702C01027-NSE-EQ,BOOK PROFITS
307,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,24.35,24.24,111.67,04-Dec-25,111.96,23-Dec-25,0.29,0.26,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
308,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,25.42,25.43,"3,210.10",03-Dec-25,"3,310.00",23-Dec-25,99.9,3.11,0,INE467B01029-NSE-EQ,"IT SECTOR SHOWS SIGNS OF AN UPTREND, TCS HAS GIVEN BREAKOUT FROM ITS PREVIOUS SWING HIGH RESISTANCE AND AN ASCENDING TRIANGLE PATTERN"
288,UPL,UPL LIMITED-UPL EQ,AGRO CHEMICALS,24.91,25,772.4,22-Dec-25,776.55,22-Dec-25,4.15,0.54,0,INE628A01036-NSE-EQ,CONSOLIDATION BREAKOUT HINTING AT CONTINUTATION OF UPTREND
289,UPL,UPL LIMITED-UPL EQ,Agro Chemicals,6,0,774.1,22-Dec-25,0,22-Dec-25,0,0,0,INE628A01036-NSE-EQ,Consolidation breakout hinting at continutation of uptrend
290,UPL,UPL LIMITED-UPL EQ,AGRO CHEMICALS,25,20,772.4,22-Dec-25,776.65,22-Dec-25,4.25,0.55,0,INE628A01036-NSE-EQ,CONSOLIDATION BREAKOUT HINTING AT CONTINUTATION OF UPTREND
291,UPL,UPL LIMITED-UPL EQ,AGRO CHEMICALS,15,6,772.4,22-Dec-25,775.5,22-Dec-25,3.1,0.4,0,INE628A01036-NSE-EQ,CONSOLIDATION BREAKOUT HINTING AT CONTINUTATION OF UPTREND
292,UPL,UPL LIMITED-UPL EQ,AGRO CHEMICALS,20,15,772.4,22-Dec-25,772.05,22-Dec-25,-0.35,-0.05,0,INE628A01036-NSE-EQ,CONSOLIDATION BREAKOUT HINTING AT CONTINUTATION OF UPTREND
285,APLAPOLLO,APL APOLLO TUBES LTD-APLAPOLLO EQ,CAPITAL GOODS-NON ELECTRICAL EQUIPMENT,25.42,25.49,"1,791.20",18-Dec-25,"1,863.30",22-Dec-25,72.1,4.03,0,INE702C01027-NSE-EQ,"STOCK IS ON VERGE OF A TRENDLINE BREAKOUT, RSI IS HINTING AT A POSITIVE MOMENTUM."
286,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,24.24,24.12,111.67,04-Dec-25,111.94,22-Dec-25,0.27,0.24,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
287,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,25.43,25.22,"3,210.10",03-Dec-25,"3,324.90",22-Dec-25,114.8,3.58,0,INE467B01029-NSE-EQ,"IT SECTOR SHOWS SIGNS OF AN UPTREND, TCS HAS GIVEN BREAKOUT FROM ITS PREVIOUS SWING HIGH RESISTANCE AND AN ASCENDING TRIANGLE PATTERN"
244,APLAPOLLO,APL APOLLO TUBES LTD-APLAPOLLO EQ,CAPITAL GOODS-NON ELECTRICAL EQUIPMENT,25.49,25,"1,791.20",18-Dec-25,"1,820.10",19-Dec-25,28.9,1.61,0,INE702C01027-NSE-EQ,"STOCK IS ON VERGE OF A TRENDLINE BREAKOUT, RSI IS HINTING AT A POSITIVE MOMENTUM."
249,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,25.22,24.79,"3,210.10",03-Dec-25,"3,282.00",19-Dec-25,71.9,2.24,0,INE467B01029-NSE-EQ,"IT SECTOR SHOWS SIGNS OF AN UPTREND, TCS HAS GIVEN BREAKOUT FROM ITS PREVIOUS SWING HIGH RESISTANCE AND AN ASCENDING TRIANGLE PATTERN"
245,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,9,18,"1,759.60",26-Nov-25,"1,813.40",19-Dec-25,53.8,3.06,0,INE211B01039-NSE-EQ,BOOKED PROFITS
246,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,18,26.09,"1,759.60",26-Nov-25,"1,819.90",19-Dec-25,60.3,3.43,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
247,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,5,9,"1,759.60",26-Nov-25,"1,806.00",19-Dec-25,46.4,2.64,0,INE211B01039-NSE-EQ,BOOKED PROFITS
248,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,0,5,"1,759.60",26-Nov-25,"1,799.00",19-Dec-25,39.4,2.24,0,INE211B01039-NSE-EQ,BOOKED PROFITS
230,APLAPOLLO,APL APOLLO TUBES LTD-APLAPOLLO EQ,CAPITAL GOODS-NON ELECTRICAL EQUIPMENT,15,6,"1,791.20",18-Dec-25,"1,787.80",18-Dec-25,-3.4,-0.19,0,INE702C01027-NSE-EQ,"STOCK IS ON VERGE OF A TRENDLINE BREAKOUT, RSI IS HINTING AT A POSITIVE MOMENTUM."
231,APLAPOLLO,APL APOLLO TUBES LTD-APLAPOLLO EQ,CAPITAL GOODS-NON ELECTRICAL EQUIPMENT,25,15,"1,791.20",18-Dec-25,"1,791.90",18-Dec-25,0.7,0.04,0,INE702C01027-NSE-EQ,"STOCK IS ON VERGE OF A TRENDLINE BREAKOUT, RSI IS HINTING AT A POSITIVE MOMENTUM."
232,APLAPOLLO,APL APOLLO TUBES LTD-APLAPOLLO EQ,Capital Goods-Non Electrical Equipment,6,0,"1,790.70",18-Dec-25,0,18-Dec-25,0,0,0,INE702C01027-NSE-EQ,"Stock is on verge of a trendline breakout, RSI is hinting at a positive momentum."
233,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,24.12,49.12,111.67,04-Dec-25,111.88,18-Dec-25,0.21,0.19,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
194,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,49.12,48.97,111.67,04-Dec-25,111.85,16-Dec-25,0.18,0.16,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
196,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,24.79,24.9,"3,210.10",03-Dec-25,"3,205.10",16-Dec-25,-5,-0.16,0,INE467B01029-NSE-EQ,"IT SECTOR SHOWS SIGNS OF AN UPTREND, TCS HAS GIVEN BREAKOUT FROM ITS PREVIOUS SWING HIGH RESISTANCE AND AN ASCENDING TRIANGLE PATTERN"
195,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,26.09,26.13,"1,759.60",26-Nov-25,"1,781.00",16-Dec-25,21.4,1.22,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
182,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,48.97,49.5,111.67,04-Dec-25,111.83,15-Dec-25,0.16,0.14,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
184,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,24.9,24.85,"3,210.10",03-Dec-25,"3,230.20",15-Dec-25,20.1,0.63,0,INE467B01029-NSE-EQ,"IT SECTOR SHOWS SIGNS OF AN UPTREND, TCS HAS GIVEN BREAKOUT FROM ITS PREVIOUS SWING HIGH RESISTANCE AND AN ASCENDING TRIANGLE PATTERN"
183,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,26.13,25.65,"1,759.60",26-Nov-25,"1,789.40",15-Dec-25,29.8,1.69,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
117,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,49.5,49.41,111.67,04-Dec-25,111.76,10-Dec-25,0.09,0.08,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
119,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,24.85,24.96,"3,210.10",03-Dec-25,"3,189.20",10-Dec-25,-20.9,-0.65,0,INE467B01029-NSE-EQ,"IT SECTOR SHOWS SIGNS OF AN UPTREND, TCS HAS GIVEN BREAKOUT FROM ITS PREVIOUS SWING HIGH RESISTANCE AND AN ASCENDING TRIANGLE PATTERN"
118,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,25.65,25.63,"1,759.60",26-Nov-25,"1,737.80",10-Dec-25,-21.8,-1.24,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
105,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,49.41,50.53,111.67,04-Dec-25,111.74,09-Dec-25,0.07,0.06,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
107,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,24.96,24.63,"3,210.10",03-Dec-25,"3,208.30",09-Dec-25,-1.8,-0.06,0,INE467B01029-NSE-EQ,"IT SECTOR SHOWS SIGNS OF AN UPTREND, TCS HAS GIVEN BREAKOUT FROM ITS PREVIOUS SWING HIGH RESISTANCE AND AN ASCENDING TRIANGLE PATTERN"
106,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,25.63,24.84,"1,759.60",26-Nov-25,"1,739.20",09-Dec-25,-20.4,-1.16,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
52,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,50.53,49.77,111.67,04-Dec-25,111.72,05-Dec-25,0.05,0.04,0,INF0R8F01034-NSE-EQ,EXCESS FUNDS PARKED IN LIQUIDCASE UNTILL ANY NEW OPPORTUNITIES SEEN
54,TCS,TATA CONSULTANCY SERV LT-TCS EQ,IT - SOFTWARE,24.63,24.98,"3,210.10",03-Dec-25,"3,238.20",05-Dec-25,28.1,0.88,0,INE467B01029-NSE-EQ,"IT SECTOR SHOWS SIGNS OF AN UPTREND, TCS HAS GIVEN BREAKOUT FROM ITS PREVIOUS SWING HIGH RESISTANCE AND AN ASCENDING TRIANGLE PATTERN"
53,PHOENIXLTD,THE PHOENIX MILLS LTD-PHOENIXLTD EQ,REALTY,24.84,25.25,"1,759.60",26-Nov-25,"1,725.10",05-Dec-25,-34.5,-1.96,0,INE211B01039-NSE-EQ,THE STOCK IS TRADING IN A RISING CHANNEL AND IS FORMING A HIGHER TOP HIGHER BOTTOM STRUCTURE. STOCK IS RESUMING ITS LONG TERM UPTREND AFTER ONE YEAR OF CONSOLIDATION PHASE.
31,LIQUIDCASE,ZERODHAAMC - LIQUIDCASE-LIQUIDCASE EQ,,49.77,0,111.67,04-Dec-25,0,04-Dec-25,0,0,0,INF0R8F01034-NSE-EQ,Excess Funds parked in liquidcase untill any new opportunities seen
